target,crop,dim01,dim02,dim03,dim04,dim05,dim06,dim07,dim08,dim09,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32
20201014-HF50002201_0.jpg,20201014-HF50002201_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201105-img_00000039 43_0.jpg,20201105-img_00000039 43_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201105-img_00000039 43_0.jpg,20201105-img_00000039 43_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
F5046_0.jpg,F5046_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
F5046_0.jpg,F5046_1.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
F5046_0.jpg,F5046_2.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201013-HM30000801_0.jpg,20201013-HM30000801_2.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201013-HM30000801_0.jpg,20201013-HM30000801_1.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201013-HM30000801_0.jpg,20201013-HM30000801_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201022-img_00000027 4_0.jpg,20201022-img_00000027 4_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201022-img_00000027 4_0.jpg,20201022-img_00000027 4_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201103-img_00000041 17_0.jpg,20201103-img_00000041 17_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201103-img_00000041 17_0.jpg,20201103-img_00000041 17_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201021-img_00000020 29_0.jpg,20201021-img_00000020 29_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201021-img_00000020 29_0.jpg,20201021-img_00000020 29_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201019-img_00000010 30_0.jpg,20201019-img_00000010 30_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201019-img_00000010 30_0.jpg,20201019-img_00000010 30_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201102-img_00000007 17_0.jpg,20201102-img_00000007 17_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201102-img_00000007 17_0.jpg,20201102-img_00000007 17_4.jpg,0.31746033,0.30952382,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201102-img_00000002 17_0.jpg,20201102-img_00000002 17_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201102-img_00000002 17_0.jpg,20201102-img_00000002 17_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201029-img_00000033 3_0.jpg,20201029-img_00000033 3_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201029-img_00000033 3_0.jpg,20201029-img_00000033 3_1.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201029-img_00000033 3_0.jpg,20201029-img_00000033 3_2.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201106-img_00000005 59_0.jpg,20201106-img_00000005 59_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201106-img_00000005 59_0.jpg,20201106-img_00000005 59_1.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201106-img_00000005 59_0.jpg,20201106-img_00000005 59_2.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201021-img_00000025 7_0.jpg,20201021-img_00000025 7_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201021-img_00000025 7_0.jpg,20201021-img_00000025 7_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
F5011_0.jpg,F5011_1.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
F5011_0.jpg,F5011_2.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
F5011_0.jpg,F5011_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201104-img_00000003 36_0.jpg,20201104-img_00000003 36_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201104-img_00000003 36_0.jpg,20201104-img_00000003 36_2.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201104-img_00000003 36_0.jpg,20201104-img_00000003 36_1.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201027-img_00000046 11_0.jpg,20201027-img_00000046 11_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201027-img_00000046 11_0.jpg,20201027-img_00000046 11_1.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201027-img_00000046 11_0.jpg,20201027-img_00000046 11_2.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201019-img_00000011 12_0.jpg,20201019-img_00000011 12_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201019-img_00000011 12_0.jpg,20201019-img_00000011 12_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201022-img_00000031 6_0.jpg,20201022-img_00000031 6_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201022-img_00000031 6_0.jpg,20201022-img_00000031 6_2.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201022-img_00000031 6_0.jpg,20201022-img_00000031 6_1.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201022-img_00000031 6_0.jpg,20201022-img_00000031 6_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201021-img_00000018 31_0.jpg,20201021-img_00000018 31_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201021-img_00000018 31_0.jpg,20201021-img_00000018 31_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201102-img_00000033 15_0.jpg,20201102-img_00000033 15_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201102-img_00000033 15_0.jpg,20201102-img_00000033 15_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201029-img_00000011 3_0.jpg,20201029-img_00000011 3_4.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201029-img_00000011 3_0.jpg,20201029-img_00000011 3_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201013-HF30002601_0.jpg,20201013-HF30002601_1.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
20201013-HF30002601_0.jpg,20201013-HF30002601_3.jpg,0.31746033,0.31746033,0.56349206,0.8492063,0.46825397,0.07936508,0.6825397,0.984127,0.11111111,0.7936508,0.4047619,0.24603175,0.50793654,0.9444444,0.5952381,0.0952381,0.93650794,0.53968257,0.5952381,0.9126984,0.7380952,0.7777778,0.515873,0.1904762,0.47619048,0.84126985,0.33333334,1.0,0.0,0.23015873,0.86507934,0.07936508
