target,dim01,dim02,dim03,dim04,dim05,dim06,dim07,dim08,dim09,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32
67Fb13b5d3aa40aFb90c7F42d3984c00_0.jpg,1.1851668,-1.1957977,-1.3567423,-0.946704,1.1695871,-1.297229,1.0620785,-1.2358998,1.291071,-1.0959451,1.1740894,1.1980968,1.2178794,-1.3480612,-1.2251087,1.2449883,1.2694904,0.90017974,1.3776273,-1.2389377,-1.1492368,-1.2617915,-1.4778585,-1.2228372,1.1945262,-1.2914574,-1.3098058,-1.1028541,1.2717518,-1.2747757,1.3436509,1.0773385
2949993309_iFaWgUNF_02_0.jpg,-0.16294096,0.12009823,0.12576644,0.14067297,-0.13724834,0.17560244,-0.08456607,0.13841975,-0.18659253,0.1503621,-0.11334672,-0.10944177,-0.08881193,0.1499625,0.16427939,-0.10782069,-0.18824805,-0.06919808,-0.17664246,0.10111655,0.15041102,0.18263277,0.16482681,0.15445305,-0.15287195,0.107738025,0.12896259,0.09037704,-0.18035041,0.12075399,-0.18115146,-0.090307996
20201015-KM50001402_0.jpg,0.14374402,0.084578864,-0.10744686,-0.152931,0.1596496,0.33147043,0.11342343,0.015696954,-0.32587382,-0.03700691,-0.44463852,-0.27469057,0.12497895,0.2487473,0.394677,-0.1107952,-0.21651085,-0.29092553,-0.1473816,-0.14294793,0.019884344,0.12501644,-0.03201505,-0.097410135,-0.37488413,0.2710687,0.25931567,0.07648281,0.28887612,-0.08258873,-0.07260693,-0.010782408
20201014-HM60000401_0.jpg,-0.07205696,0.17649531,-0.1091266,-0.003982765,0.018669594,0.23572841,-0.035235666,0.09857779,-0.22774519,0.09412078,-0.39827028,-0.339926,-0.028631365,0.14639601,0.3730655,-0.15038447,-0.26871637,-0.11588202,-0.18652998,0.034015395,0.115794964,0.3358739,-0.07040645,0.008045355,-0.33663183,0.31919247,0.3005841,0.32262632,0.12247751,0.006299974,-0.2553192,-0.06492614
06470ac7762b11b0281cc0b9a2b30d8f_0.jpg,0.007951956,0.020956485,-0.082145624,-0.088121824,0.12042948,0.273501,-0.032391794,0.031137351,-0.19296399,0.015593685,-0.40009156,-0.36472228,0.03529245,0.19444065,0.46614727,-0.108636074,-0.35783687,-0.20758574,-0.104795,-0.08338952,0.08959127,0.2877913,-0.07649104,-0.02513644,-0.44480047,0.32832387,0.32608324,0.34876794,0.23268138,-0.02940928,-0.26436332,-0.058703497
20201014-HM50001301_0.jpg,-1.8218669,-0.20097439,2.3573492,2.2277484,-0.16447763,-1.9431845,-1.8255119,-0.06810214,2.1522648,0.4025525,2.1305158,0.155694,-2.203709,-1.4298455,-2.2051976,0.07120821,-0.08949014,-0.95214105,0.04485204,2.2133183,-0.29532936,-1.4184548,2.8129566,2.1284466,2.4189582,-0.5166683,-0.22120713,-2.8782907,-2.1227727,1.9729475,0.5907712,0.25825092
20201012-KM60002301_0.jpg,0.1393703,0.07967108,-0.21183603,-0.14048442,-0.08312159,0.38055292,0.06016938,0.09787632,-0.41051307,0.070052326,-0.44285178,-0.16604863,0.096659325,0.3505414,0.4002906,-0.15017922,-0.18840356,-0.20661123,-0.16022205,-0.08569737,0.12826326,0.13793996,-0.0703445,-0.07833483,-0.4016106,0.1686905,0.22647557,0.38383675,0.2142935,-0.09957193,-0.10263135,-0.12414839
56245c555f678F2212ad381c7fd5d8b2_0.jpg,-0.18863843,0.19386421,0.16667388,0.09111926,-0.10897357,0.10181099,-0.12136865,0.11697871,-0.16992564,0.14926693,-0.0866013,-0.17111479,-0.09903309,0.2027201,0.11256143,-0.15233156,-0.16360857,-0.11092371,-0.17561471,0.10309985,0.14128646,0.107627794,0.20130347,0.1171008,-0.13758323,0.1604678,0.122447364,0.11403957,-0.19739991,0.1517305,-0.18238576,-0.08848697
20201015-KM50001902_0.jpg,0.06587552,0.0505503,-0.09626246,-0.079265684,0.06704572,0.23334098,0.03725706,0.006147256,-0.25713584,-0.018741496,-0.42801377,-0.31312436,0.062759094,0.21257196,0.36836892,-0.12393114,-0.28622866,-0.1862769,-0.1459159,-0.07433413,0.053282414,0.17555024,-0.0721215,-0.029927624,-0.4513996,0.319061,0.28340164,0.19910334,0.11733599,-0.0820621,-0.2043752,-0.013610281
20201012-KM60002101_0.jpg,-1.4801953,-1.3247186,1.8510408,1.8628596,-1.924574,-1.4744635,-1.2500397,1.8973364,1.5166768,2.1437407,1.5778526,1.6618922,-1.845377,-1.0105513,-1.1935707,1.8625647,1.7234833,-0.66186786,1.5876418,1.8419036,1.9403737,-0.5474835,0.31509733,1.6874616,1.4689081,-1.7164359,-1.7307703,0.20221022,-1.6173046,1.4066964,0.42349696,-1.9034388
20201015-KM50001201_0.jpg,1.982795,0.4976554,-0.76574206,-1.9195522,-0.32703418,-0.30531624,1.9786805,-1.833439,-0.5459124,-1.9081408,1.7289222,1.8584152,2.0563345,0.3819571,-1.8389764,-0.3525816,1.8633188,1.80505,-0.031353105,-1.904268,-1.8088261,-1.9487654,-0.373819,-2.0913432,1.8229977,-1.9103235,-1.824272,-1.565147,-0.015565945,-1.5924847,1.9940339,1.8777361
20201012-KM60000702_0.jpg,-0.016196623,0.17130865,-0.075750835,-0.09788084,0.1595578,0.2643462,0.0012285245,-0.104537584,-0.23191947,-0.10661076,-0.28682423,-0.38303742,0.045602832,0.19328804,0.35154548,-0.23670705,-0.39212984,-0.09442523,-0.26879844,-0.12349719,-0.10639122,0.25087216,0.08098075,-0.011430372,-0.3291174,0.35175943,0.30752733,0.17459394,0.15774937,-0.04686613,-0.27834404,0.05568344
20120607000021_0_0.jpg,0.03599908,-0.008708278,-0.09656642,-0.12914243,0.15680994,0.3021759,0.03558612,0.05560227,-0.16520259,0.055185642,-0.43521494,-0.25239083,0.04049645,0.22239152,0.3819433,-0.05072082,-0.25924888,-0.27455437,-0.07419345,-0.13320872,0.07519915,0.20802426,-0.10332051,-0.009360624,-0.47342998,0.2936685,0.28347516,0.32685417,0.32524464,-0.061576206,-0.120912105,-0.07990293
20201015-KM50000601_0.jpg,-0.5838462,0.21947205,2.9177217,0.6620296,-3.8376114,-0.99134254,-0.015250327,0.76684666,-0.14124845,0.93651783,3.1473925,3.2881742,-0.7039153,0.54672587,-2.88597,0.47525907,3.2916138,1.6645668,0.12858917,0.7528731,0.808845,-1.2990223,0.99816954,0.5590356,2.9465854,-3.3349597,-3.2966542,-0.34988168,-3.2219582,1.4873838,1.370255,-0.7493572
imagFs (3)_0.jpg,-0.20576707,-0.15239999,0.14680906,-0.19636789,-0.13211185,-0.14231746,-0.13038208,-0.22081254,-0.12387812,0.11516961,-0.2024053,-0.13545626,0.18113331,0.17267552,0.23214133,0.1912967,-0.14983411,0.077543095,0.1898491,0.12592226,-0.2121279,0.21791397,0.20903583,0.1476295,0.19088893,-0.124029405,0.18707092,-0.109839335,0.17990772,0.16697428,-0.21945341,0.16002366
20201015-HM50001701_0.jpg,-0.03380803,-0.39008868,-0.02780225,0.040232103,0.08964321,-0.24108621,-0.11488268,-0.035748277,0.028352339,-0.1317455,-0.2750508,0.093691096,-0.014046442,0.3019947,0.096850984,0.12248084,-0.016132932,0.046217,0.29980174,0.055547204,-0.027632646,0.27945134,0.24045873,-0.023722382,0.06320195,-0.036784995,0.0747765,-0.05237826,-0.16886605,0.00948392,-0.1937127,0.024204535
F6a749f2497c92186c1bf77c25fFf402_0.jpg,-0.17133845,-0.17227355,0.16616772,-0.21528739,-0.22349058,-0.18563423,-0.17358358,-0.17103975,-0.124044135,0.12485781,-0.223603,-0.21031402,0.16967279,0.19588244,0.22779162,0.13477989,-0.17596771,0.17033245,0.14388038,0.17674296,-0.18733689,0.22734027,0.20425801,0.22063291,0.1801635,-0.14462252,0.21349308,-0.15389784,0.15255754,0.15218356,-0.20978293,0.14009981
a447aFa1d4632a48c4f0a38d275f9d15_0.jpg,-0.09815506,-0.17062764,0.15478173,-0.12847379,-0.108720325,-0.15396896,-0.17176184,-0.15576196,-0.06766605,0.14650331,-0.12278581,-0.07369366,0.088307045,0.15990882,0.16801237,0.14440216,-0.12089576,0.06823845,0.10639848,0.072306946,-0.09985438,0.17068794,0.10656702,0.07575845,0.10379971,-0.09346091,0.113325,-0.14574125,0.11242142,0.13375299,-0.16315481,0.17119572
20201015-KM50000301_0.jpg,1.0990738,0.98302805,-1.4217428,1.2540814,1.2964692,1.1845864,1.2637577,1.2969873,1.167566,-1.159349,1.171428,1.1977108,-1.2347996,-1.2484057,-1.3607244,-1.2674223,0.94117695,-1.017524,-1.1180218,-1.1495341,1.2242808,-1.2376649,-1.2203531,-1.3512964,-1.2386719,1.3075513,-1.3458875,1.1577902,-1.2540075,-1.2603388,1.302791,-1.123871
20201015-KM50002101_0.jpg,-0.124701515,-0.39926377,-0.113105364,0.06442776,0.0062353555,-0.21549398,-0.14876229,-0.02787622,0.10525049,0.0089352215,-0.33520904,0.053774048,-0.070746414,0.291382,0.06706973,0.14805189,0.14701581,0.09913064,0.31070876,0.09547798,-0.10944266,0.11494282,0.16601571,-0.099748,0.20505999,-0.025125623,0.08074016,0.0036683746,-0.256447,0.024393015,-0.14887086,0.011394496
20201015-KM50002001_0.jpg,-1.1435088,1.0954773,1.0049896,-1.1383601,-1.1937922,0.9582885,-1.4347874,-0.805862,-1.154245,1.2212157,0.7393715,-1.245439,1.0451297,-0.80338943,-1.331411,-1.3906939,-1.4961462,1.1935588,-0.77774274,1.2787192,-1.2171197,-0.88618153,-1.0174832,1.5211384,1.2295904,-0.7399172,-1.4536035,-1.1369462,1.1243484,1.6308407,0.81741077,1.5912775
20201014-HF50002101_0.jpg,-0.037648942,-0.3795418,-0.17967178,0.03476948,0.102606244,-0.26116556,-0.0860619,0.030564101,0.07134603,-0.059901934,-0.32510746,0.069667675,-0.023151688,0.34635362,0.14308378,0.12719446,0.08927069,0.068498105,0.39429018,0.01835883,-0.04225362,0.22303694,0.21567407,0.006306469,0.09196928,0.011388461,0.12705646,0.061554957,-0.21568942,0.05375797,-0.19835655,0.005181728
20201014-HM60001601_0.jpg,0.005832737,-0.33174017,-0.20992711,-0.01502774,0.13324621,-0.26769048,-0.01866112,-0.07749666,0.05183978,-0.19022775,-0.22339362,0.24254915,-0.021595906,0.21650678,0.15278994,0.2542753,0.17631394,-0.01567776,0.27122182,-0.025756398,-0.052470602,0.16409433,0.21951745,-0.03261405,0.048473906,-0.097395375,0.21550508,0.022294814,-0.18495636,-0.16838029,-0.19279796,-0.17650369
20201014-HM60001201_0.jpg,1.1207298,0.9252008,1.1590502,1.2083838,-1.0726556,-1.2471622,1.2608775,1.2686554,1.1470404,1.1373054,-1.3874679,-1.2150105,-1.2063597,1.2373611,1.1424845,-0.8336738,-1.1569048,-1.19623,1.3102432,-1.0736688,1.0869973,1.2312803,1.2490419,1.0429715,-1.1038053,1.386925,1.1962694,1.1826924,1.0937327,1.181102,-1.2937855,1.226977
0496cFF9077d30Fab4a3adff6cc0F116_0.jpg,-0.06168674,-0.1592454,0.14426424,-0.12863138,-0.15125634,-0.1255512,-0.083222605,-0.06983612,-0.08824965,0.07764431,-0.1392011,-0.124902286,0.06755866,0.09073887,0.087576374,0.12056169,-0.059012916,0.09128789,0.12619273,0.06821749,-0.059366163,0.10581182,0.14526857,0.12740862,0.10390696,-0.09945047,0.13957943,-0.13735266,0.055918206,0.13835949,-0.16102721,0.13694961
20201012-KM60000801_0.jpg,-0.08887655,-0.3456367,-0.09823266,0.14289418,-0.043860868,-0.44342875,-0.0567184,0.08691916,0.20861351,0.017723167,-0.4743412,0.05662774,-0.05249274,0.5402627,0.14739034,0.1922444,-0.031050455,-0.01796352,0.38004747,-0.010837269,-0.092029266,0.34291047,0.2784261,0.051249355,0.031022934,0.003973336,0.19034308,0.12809107,-0.18924323,0.0010988846,-0.3172944,0.13214199
20201014-HM50001501_0.jpg,-0.047610346,2.7701848,2.590295,-0.21593487,-2.415203,0.22791325,0.0033226686,0.4350056,-0.26073122,2.7233248,-0.28067192,-2.6379344,-0.007553251,-0.36386546,-0.2578404,-2.5130146,-2.9358175,0.09287901,-0.05504577,0.18744633,-0.2159874,0.014835716,-0.10921581,2.888055,0.011255683,0.54930514,-0.47139823,-0.04857047,2.7872171,2.8283122,-0.23132955,2.852724
20201014-HM60000801_0.jpg,-0.087561704,-0.33824864,-0.12757656,0.101510726,0.05574915,-0.18797138,-0.10608836,0.006799984,0.10940206,-0.15623038,-0.33972752,0.04648338,-0.041652918,0.35901922,0.016298119,0.14790913,0.057344347,0.03106035,0.35988835,0.084342174,-0.049235158,0.17494132,0.172139,-0.023804443,0.06307129,-0.064493164,0.05388185,0.06447668,-0.20590447,-0.06542715,-0.1512228,0.09302413
20201012-KM60000602_0.jpg,-0.23699744,-0.45197222,-0.22106852,0.17221275,-0.14822428,-0.27488893,-0.11400349,0.06839284,0.1420199,-0.04152504,-0.5022962,0.051143087,-0.16972636,0.5545626,0.08737554,0.20129105,0.15672916,0.12560251,0.43584698,0.15628158,-0.17398357,0.18172783,0.14031085,-0.072302535,0.17931744,0.0781524,0.12966631,0.10191795,-0.3631835,0.062804244,-0.13605247,0.107207045
20201012-KM60001302_0.jpg,1.2149127,-1.2985936,0.46563286,-1.2757871,1.126021,-1.06217,-0.66316205,-1.3533534,-1.2808372,-1.4033691,1.0668635,1.351411,1.3068113,-0.89549714,1.3532213,1.5705662,-1.2700633,-1.1260184,-1.0200491,-1.1978582,1.1943971,1.2607415,1.3469708,1.4080907,-1.1874524,-1.314999,1.1847999,-1.2164953,1.0325028,-1.1836435,-1.429346,-1.2705748
20201014-HM60000501_0.jpg,-1.2106961,1.0035956,0.9999847,-1.0045071,-1.0801377,1.0689471,1.057006,-1.1944698,-1.0705901,1.1022103,0.95409155,-1.0386618,1.1339548,-0.94248056,1.7670538,1.7993697,1.703134,1.1191084,-0.9247288,1.1516666,-1.1148818,-1.0683904,-1.0187299,-1.6684105,1.1777327,-1.1517173,1.796746,-0.8872653,0.8493453,-1.2213522,1.098009,-1.7285329
20201012-KM60000802_0.jpg,1.0819496,0.9631606,-1.4049563,1.1612042,1.2230638,1.2163528,1.2403468,1.2843132,1.0905071,-1.131333,1.2715161,1.1766105,-1.046965,-1.4588566,-1.3588552,-1.2717335,0.98067427,-0.9043582,-1.2370914,-1.1277183,1.1498983,-1.314835,-1.180637,-1.3329679,-1.2614564,1.1155624,-1.2446581,1.0797915,-1.224275,-1.3299893,1.3740311,-1.278052
