target,dim01,dim02,dim03,dim04,dim05,dim06,dim07,dim08,dim09,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32
20201020-img_00000015 13_0.jpg,0.024382347,0.07436274,0.3090068,0.27456158,0.15269715,-0.1967471,-0.041831166,0.079686046,0.13272364,-0.17174818,0.09163844,0.20934115,-0.0933078,-0.15481421,0.46020943,-0.16627909,0.14504698,-0.19293399,-0.05573633,-0.005757351,0.040219698,0.06380054,-0.19858597,0.20449615,0.4605355,-0.21753107,0.1909334,-0.00829509,-0.48935086,-0.23030224,0.17199773,-0.19106662
20201022-img_00000028 18_0.jpg,-0.05182681,0.13757996,0.36998078,0.40289715,0.24810845,-0.27510527,-0.004119285,0.0409066,0.0746525,0.011375351,0.13457663,0.13752466,-0.16337879,-0.16632243,0.50602734,-0.26340267,0.3260339,-0.37081745,0.22064525,-0.016130796,0.15586136,-0.028604584,-0.34339213,-0.011365809,0.536086,-0.31039584,0.27655548,-0.123423465,-0.3824738,-0.22021648,0.1236292,-0.11970894
20201013-KF3000403_0.jpg,0.19900592,0.2012297,0.35276031,0.35606208,0.17150992,-0.32221627,-0.14666297,0.14621179,0.059329282,-0.18369788,0.001178447,0.14138626,-0.13123538,-0.12857854,0.541838,-0.2987077,0.32622802,-0.4652258,-0.019012092,-0.017856125,0.16037217,0.18519731,-0.40335914,0.16945858,0.7018093,-0.34366226,0.20192012,0.014036213,-0.54840475,-0.24811837,0.12177044,-0.25890034
20201102-img_00000037 15_0.jpg,0.2700799,-0.26609594,-1.7455994,-2.025484,-2.1953387,2.1325302,-2.2481167,0.6710307,2.329767,-0.32423848,0.48308024,-1.8970003,-0.7561144,-0.5039459,0.836624,1.9786297,-2.2680779,2.2325158,-0.09887547,-2.2411675,-2.0741522,-0.03524856,2.2241333,-0.20499013,-1.7192799,2.2662735,0.41330338,0.7032793,-0.71170706,-2.7782464,-1.9103078,-0.95107615
20201013-KF3001401_0.jpg,0.09305334,0.03772622,0.25394872,0.22921255,0.15703481,-0.3699218,-0.04821876,-0.1133548,-0.018009137,-0.18658882,0.071939476,0.12187119,0.052594367,-0.1415614,0.33030373,-0.17034018,0.2537958,-0.4532819,0.010120893,0.12472286,0.09418354,0.124770135,-0.38109162,0.22588515,0.44028905,-0.38779974,0.34835693,0.011478673,-0.3940457,-0.24037448,0.1090479,-0.18227167
20201028-img_00000070_0.jpg,0.052514408,0.021508995,0.17888413,0.20170888,0.22053327,-0.35344076,0.16216967,-0.15494317,-0.08260806,-0.118884906,-0.0029830653,0.044279967,0.02112107,0.07638612,0.26310793,-0.13411114,0.22583212,-0.4567898,0.06765523,0.15287773,0.16796549,0.075952396,-0.39039826,0.11872973,0.37397608,-0.34716177,0.26629248,0.10283891,-0.26298925,-0.012609617,0.11741067,-0.08571901
20201019-img_00000012 20_0.jpg,-1.1863574,-1.1739055,1.5797931,1.4340683,1.4081929,1.1854991,1.2592113,1.2537133,-1.2536834,1.2433015,1.2749397,1.3395475,-1.4725852,-1.0876459,-1.1639098,-1.4918954,1.3793656,1.1384834,1.24115,1.3219991,1.4222236,-1.2751261,1.1479664,-1.2865165,-1.0238432,0.75066644,-1.1667007,-1.2889332,1.244566,1.173634,1.3536811,0.95471346
20201021-img_00000021 22_0.jpg,-0.15042196,-1.4692272,-2.3333642,-1.3899841,-2.1872525,1.8793951,-0.62088406,-1.4539605,0.31206992,0.98853886,1.5298129,-0.38818428,2.6180086,-1.6478572,-0.85200316,0.9395708,-2.638215,2.5706716,-0.424344,-0.7560452,-2.363353,2.9429367,2.4344485,2.9161224,-2.383352,2.5374708,-0.7237494,-2.329345,0.8654449,1.6273763,-0.7082712,2.5945663
20201104-img_00000060 31_0.jpg,-0.07795128,0.00819378,0.40552634,0.26555747,0.26320776,-0.28410402,0.04165732,0.009909299,-0.053293936,-0.058762215,0.016121596,0.18725711,-0.20280394,-0.06677467,0.35912684,-0.33185294,0.24488948,-0.29851744,0.11658873,0.006893568,0.19718173,-0.035199896,-0.29149586,-0.09863374,0.44974652,-0.3217491,0.28786755,0.03023972,-0.42137378,-0.14226276,0.11499071,-0.20694849
20201027-img_00000044 3_0.jpg,0.07504752,0.14935039,0.2625314,0.29062906,0.09404856,-0.3741759,-0.014631584,0.06547977,-0.015485456,-0.2101285,-0.021131884,0.16899095,-0.11060433,-0.011846735,0.27894595,-0.23014583,0.20693895,-0.3704403,-0.0025658922,0.077278934,0.14603075,-0.03325836,-0.39406013,0.031242222,0.4570612,-0.3890892,0.1567247,0.066346176,-0.32440907,-0.17987314,0.118281394,-0.30303195
20201106-img_00000002 57_0.jpg,1.213401,-0.66339785,1.6648587,-1.3824862,1.129899,-0.5479455,-0.9989121,1.3585861,-0.8052248,-1.3456144,0.59811866,1.2300798,1.4210759,-1.4945753,-1.9324229,-1.1872896,1.4904454,-0.8273704,1.1074443,0.37885642,1.1831146,1.4571344,1.2299896,-1.1838131,-1.8848654,1.0439659,0.9438116,-1.3775234,-1.2520969,0.8129303,-1.3589892,-1.4196789
20201013-KF3000602_0.jpg,-1.1747351,1.5929624,-1.6759651,-1.0434427,1.0859597,-1.068919,1.7186782,-1.0852739,-0.9679047,1.2085439,1.1099651,-1.178098,1.0757049,-1.0862595,1.1810906,-1.0155591,1.27209,-1.1537484,-1.133023,0.90710497,1.1750908,1.1484412,-0.8072616,1.2934085,1.0773846,-1.5572553,-1.5788927,1.2977009,1.061705,-1.6968439,0.96448576,0.4318403
20201103-img_00000046 16_0.jpg,-0.1523404,-2.2070465,2.8389328,-2.247952,2.0004556,-1.9543581,-2.0840237,-0.17312385,-2.0953195,-0.021897322,1.8464109,-0.15356332,2.311688,-2.2102618,-0.46739745,-2.242229,2.1728466,-1.958145,-0.45757675,1.8105662,-0.38698718,2.308373,-0.442352,0.47408357,-0.124237746,2.5439932,2.4369621,-0.15666656,-2.741804,2.3370163,0.08552723,0.107185766
20201102-img_00000021 14_0.jpg,0.3458096,-1.1949246,-2.9345334,0.8372462,-1.1803348,0.4055244,-1.1547695,1.4569685,-2.272482,0.19649817,0.8447537,0.21409583,-3.1718068,3.2234218,1.4607347,2.3880312,-3.2712548,-0.8844589,2.7912142,2.2924001,2.7578228,-2.4711006,0.48709223,-1.6797813,2.8361638,-0.5828657,0.46669048,0.13326544,2.1151958,1.3104637,1.7311497,2.2342339
20201105-img_00000039 40_0.jpg,-0.071947135,0.21537873,0.07070163,0.09212013,-0.1304331,0.48606429,0.14359462,-0.111260355,0.46732655,0.08029511,-0.35521638,-0.0666836,-0.09436649,0.042010304,-0.051621627,0.16102986,-0.08215161,0.34638113,-0.16851898,-0.5655427,-0.26517832,-0.13830271,-0.03538123,-0.0038814137,-0.3184117,-0.034180474,-0.16527164,0.03207585,0.15613988,-0.17283489,-0.13768756,-0.13944693
20201027-img_00000042 13_0.jpg,-0.004682788,0.28281957,0.19244929,0.24679232,-0.10119522,0.4154522,0.252734,-0.016533112,0.5571877,-0.06641237,-0.47950146,0.02735197,-0.00296168,0.008450508,-0.35795164,0.14411886,-0.04555703,0.59440345,-0.092744194,-0.6163732,-0.35059622,-0.15611495,0.0023400926,-0.07819376,-0.46251938,-0.0053970544,-0.22499669,-0.06898523,0.10558732,-0.29341206,-0.01613983,-0.05323757
20201013-KF3000203_0.jpg,-0.0026756986,0.3017127,0.10772378,0.19213848,-0.17793812,0.45939165,0.3172903,-0.057274677,0.6244668,0.082729496,-0.5045501,0.0086252745,-0.045788124,0.0144304875,-0.20483685,0.1804792,-0.019242711,0.52476215,-0.09179418,-0.6175753,-0.38581103,-0.17220671,-0.03455772,0.007007647,-0.3321743,-0.030776309,-0.39085945,0.027538598,0.09043667,-0.33260214,-0.08723743,-0.067326814
20201022-img_00000026 7_0.jpg,1.2360069,-0.61219966,1.4774997,-1.4084738,1.2502913,-0.6732017,-1.0552025,1.448633,-0.89156,-1.3095233,0.64775866,1.2524946,1.5230789,-1.4751544,-1.8612872,-1.2296549,1.424999,-0.8224166,1.1590217,0.6356753,1.2333373,1.3931892,1.1594507,-1.3278178,-1.8021257,1.1172581,0.8829329,-1.3785646,-1.3859096,0.8291947,-1.2699298,-1.2831925
20201103-img_00000045 14_0.jpg,-1.3756512,-1.5078794,1.9866163,-0.8420235,0.7325299,-1.30607,-1.0854136,-1.6438062,-0.91954964,1.1792258,0.9185751,-1.342664,1.2659656,-1.1254479,1.0823642,-1.1978482,1.1447203,-0.77391595,-1.8587465,0.9088689,-2.2656655,1.1079721,-1.816581,1.5236893,1.2255807,1.7325584,1.5441054,0.97007257,-1.8124666,1.4323668,1.2170047,1.4463737
20201013-KF3001802_0.jpg,-0.08750767,0.35193533,-0.0028622427,0.118893735,-0.08859039,0.5768493,0.31241608,-0.11499943,0.66108096,0.047764357,-0.38586104,-0.10537537,-0.060383916,0.06514051,-0.17818952,0.19088234,-0.04556022,0.39985052,-0.18264087,-0.73261285,-0.28812772,-0.1968978,0.063231535,0.034382015,-0.43668914,-0.10871756,-0.30249807,0.087629214,0.044556823,-0.36026585,-0.16106309,-0.18235789
20201013-HF30001901_0.jpg,-0.032990847,0.21739484,0.11963896,0.10596083,-0.07140929,0.4559596,0.16441311,-0.102835506,0.58634394,0.043752432,-0.33004388,-0.027290797,0.040260404,0.042363517,-0.17168386,0.10363225,-0.036383703,0.39499354,-0.26242238,-0.5218933,-0.29259413,-0.11847318,-0.00053267257,0.1298047,-0.34034735,-0.040340103,-0.14143471,0.015090153,-0.018165644,-0.2792261,-0.15032706,-0.2361809
20201013-HF30002801_0.jpg,-0.13144033,0.42511588,0.0985077,0.14150906,-0.15561362,0.4867094,0.41982356,-0.2133474,0.6248367,0.05239405,-0.4606412,-0.12959309,-0.004931466,-0.06737213,-0.203785,0.13812411,0.1217996,0.51971054,-0.29071885,-0.66151947,-0.36095852,-0.17189968,-0.08946749,0.14319849,-0.44784147,-0.12586877,-0.38732138,0.07866573,0.1296503,-0.42352277,-0.13450593,-0.27312246
20201105-img_00000016 39_0.jpg,-2.7573512,-0.92046845,-1.5666146,-2.1615894,1.8098395,-0.4809804,-0.53551406,-1.5078763,-2.4331229,2.8654432,2.4912536,-2.7682686,0.4506789,-0.16200517,2.7049074,-1.1375164,0.29488346,-2.6191022,-0.9679504,2.6586728,0.9733067,0.9021601,-0.973361,1.6271211,2.763118,0.47883523,0.52662694,2.7494044,0.25954247,0.91925716,2.5343533,2.604142
20201104-img_00000022 31_0.jpg,0.046837334,0.27515292,0.16241015,0.3809407,-0.25834683,0.38054535,0.30611545,-0.13647494,0.49008253,-0.0012597573,-0.5052897,0.0631664,-0.14187513,0.04628934,-0.21960378,0.24815339,-0.13301408,0.559194,-0.2499549,-0.60115844,-0.3518448,-0.26074442,-0.21101752,-0.0050684945,-0.22561668,-0.02578663,-0.3310583,0.009627946,0.22025777,-0.26435545,0.053519018,0.0039067026
20201019-img_00000010 17_0.jpg,-0.12481246,0.23730293,0.12039909,0.14512835,-0.16294137,0.50652516,0.2682591,-0.12493634,0.61090076,0.097128324,-0.4376615,-0.04883593,-0.06850273,0.106565736,-0.19205932,0.15170245,-0.09518909,0.45956078,-0.109501556,-0.5497407,-0.31789672,-0.12716645,0.038383354,0.0988097,-0.3464129,0.0043459423,-0.2423502,0.081088364,0.03548536,-0.29909965,-0.09288481,-0.14643066
20201013-KF3001803_0.jpg,-0.11806631,0.3178267,0.07700081,0.21321243,-0.13153727,0.62575245,0.23449503,-0.13846174,0.62518704,0.08399387,-0.46306288,-0.15959911,-0.17122948,0.13888043,-0.24586922,0.15673205,-0.17077833,0.50926137,-0.15011193,-0.686268,-0.3733617,-0.1669048,-0.032248423,0.08703362,-0.41082487,0.035019506,-0.26771024,0.12916735,0.018080553,-0.28926134,-0.07364416,-0.08399242
20201026-img_00000033 24_0.jpg,1.9298724,-0.19599831,-1.8105545,2.3472369,-2.3112876,-1.7033659,0.08718371,1.6807449,-1.1529564,-1.7037705,0.2888396,1.862201,-2.1298468,1.8073143,0.7521227,2.2497227,-1.6808615,-0.15936813,1.648066,1.1974407,1.5954031,-2.1089516,0.697756,-1.3954846,1.6231971,-2.2660294,0.23339751,-1.5022703,2.0795085,0.07257041,-0.52263963,-0.30803654
20201019-img_00000010 32_0.jpg,-2.0811431,-2.1746323,-0.35904127,-1.6139599,1.1389872,0.5513604,-1.993471,-1.2505997,-1.6291466,2.0926049,1.631361,-2.06929,-0.39036348,0.7607118,2.0952427,-0.5305642,-0.77587694,-1.7613145,-0.30856508,1.8725165,-0.16518234,0.2722833,-0.54694605,0.96283907,2.1115918,2.1643302,1.898882,1.9386591,-0.9707298,2.2534654,2.0868063,2.3241513
20201019-img_00000012 21_0.jpg,-0.059610114,0.22125584,0.20048124,0.18691063,-0.08552099,0.51159805,0.24647383,-0.13599901,0.69762856,0.016303273,-0.49988067,-0.060625926,-0.025845308,0.021780062,-0.33533514,0.0965909,0.03673107,0.41657776,-0.22547744,-0.6450621,-0.39569372,-0.13603678,0.009404787,0.08423262,-0.42586643,-0.042723525,-0.27096248,-0.026587812,0.038526956,-0.26029205,-0.1727639,-0.27202547
20201027-img_00000044 2_0.jpg,1.2845508,-0.6860721,1.5684259,-1.3433986,1.1675707,-0.49482074,-1.1651497,1.3373979,-0.86645925,-1.3711334,0.5934346,1.2557917,1.3669453,-1.4214321,-2.0047812,-1.0957762,1.4039366,-0.8524496,1.1558181,0.43852335,1.1664903,1.4154985,1.2323817,-1.2796338,-1.9141458,1.0599325,0.98370826,-1.4094073,-1.3351837,0.8479556,-1.2818115,-1.43289
20201026-img_00000036 12_0.jpg,-1.1716533,1.8236741,-1.6027454,-1.0617737,1.1693119,-1.0917598,1.8956705,-1.1112186,-0.987277,1.1747748,0.90922356,-1.2063657,1.1213611,-1.1285112,1.0974941,-1.0949256,1.3114306,-1.0285758,-1.1739193,0.8175369,1.3188884,1.2001444,-0.8926538,1.4349263,1.0598991,-1.6443844,-1.6673458,1.3570125,1.2562565,-1.8354819,0.99997634,0.45133328
20201013-HF30003701_0.jpg,1.1066872,-1.3487839,-1.3382657,1.5295944,-1.6121997,-0.92088443,-0.9579137,0.888248,-0.55196905,-0.93462795,1.439191,1.0956146,-1.2979143,1.2179306,1.7910875,1.4998732,-1.1379552,-1.426342,0.84790075,1.0733614,1.0222396,-1.15337,1.6594869,-0.72423404,1.1767904,-1.7687491,1.3492565,-0.6103218,1.5162045,1.1359395,-1.6394173,-1.5516064
20201103-img_00000041 21_0.jpg,0.0058767917,0.3040443,0.14119533,0.2171393,-0.24603145,0.5052941,0.20531577,-0.087197155,0.5692196,0.042095978,-0.5617235,-0.039269075,-0.16475186,0.1124294,-0.278677,0.2297393,-0.18573536,0.57102734,-0.081612885,-0.6001922,-0.28475213,-0.1760852,-0.07143804,-0.01800601,-0.3970491,0.08374407,-0.35724324,-0.053255465,0.060370732,-0.36819398,0.08256939,0.06393524
20201026-img_00000038 3_0.jpg,-1.3359542,-1.3722948,1.7256434,-0.81389195,0.724605,-1.3317047,-0.9395931,-1.5823736,-0.9813028,1.1519295,0.8388493,-1.2855743,1.0597785,-0.97437406,1.1232963,-1.2920748,0.9935827,-0.77356386,-1.7115867,0.90360296,-2.1521947,1.1064448,-1.7649376,1.5838562,1.3598623,1.6922253,1.4266506,1.0818975,-1.8306862,1.3461362,1.3530679,1.5388707
20201021-img_00000018 26_0.jpg,1.2167655,-0.73809105,1.5872891,-1.3205543,1.1582782,-0.4684748,-1.2322775,1.4062865,-0.70742196,-1.3529507,0.6844084,1.2423666,1.3364418,-1.4225749,-1.9922913,-1.1889732,1.3217938,-0.8631535,1.1608355,0.53541833,1.1960428,1.4001421,1.3428965,-1.2905469,-1.9410334,1.1435167,1.054506,-1.3346138,-1.3431454,0.95879006,-1.381221,-1.4013349
20201104-img_00000063 34_0.jpg,-0.09041413,0.3487451,0.027002567,0.14470117,-0.15302016,0.45106918,0.26948854,-0.08603163,0.59186345,0.0642179,-0.35790738,-0.12602842,-0.022355428,0.019672068,-0.26040924,0.1410695,0.017494315,0.44452536,-0.03591093,-0.57021743,-0.35729983,-0.16630848,0.057208583,0.05896096,-0.29086745,-0.082458496,-0.30882472,0.09198391,0.11475386,-0.36984432,-0.02533141,-0.10184722
20201022-img_00000032 16_0.jpg,-2.0965889,-2.280184,-0.18659814,-1.6234738,1.0739497,0.763274,-2.2581983,-1.2229326,-1.7042364,2.2177773,1.6464373,-2.1489959,-0.4981902,0.89841455,1.9378575,-0.50606686,-0.93475276,-1.7046734,-0.13784067,1.8083605,-0.24365012,0.13763052,-0.4451194,0.86716205,2.0407457,2.3040912,2.0205112,1.9910098,-1.0763365,2.3882425,2.1582701,2.4233124
20201020-img_00000015 17_0.jpg,2.3479002,-1.9745257,0.108139016,-0.0049852356,-0.4158778,-1.618192,-2.043506,2.3500652,-1.7005967,-2.2495391,2.1424408,2.244234,-0.0051027415,0.021242581,-0.25240174,0.45351687,0.10428345,-2.3199263,2.191856,2.0919437,2.6543016,0.19747092,2.672576,-1.9691178,-0.352155,-0.58778596,2.2847147,-1.9427038,0.20444283,2.0290647,-2.5315604,-2.2991824
20201015-KF40001802_0.jpg,-0.08171419,0.19413747,0.11518619,0.2023409,-0.11208864,0.40297857,0.28080487,-0.15553504,0.56996363,0.09613617,-0.30843478,-0.082909934,-0.07131315,0.03810139,-0.1262979,0.14423823,-0.011214427,0.33127865,-0.19674379,-0.5158164,-0.22156326,-0.08318122,-0.015528821,0.049536604,-0.32455865,-0.060133666,-0.21183221,0.07488383,0.13123842,-0.24855193,-0.09415455,-0.15188015
20201013-HF30002901_0.jpg,1.3412613,1.497114,-0.9221679,1.315554,-1.2519531,-1.1728016,1.494636,1.1944046,-1.0103151,-1.185432,-1.6328263,1.3313574,-1.1297592,1.0741286,-1.3317167,1.1513815,-1.1519376,1.6507502,1.2512746,0.30253962,1.0643247,-1.3172235,-1.2506428,-1.3273262,0.87030166,-1.148264,-1.5045944,-1.3627491,1.0772831,-1.4159834,1.4077728,1.3849396
20201105-img_00000039 38_0.jpg,-0.37170115,-2.0949636,-2.4127374,0.09409494,-0.5769385,1.0762881,-2.0299516,0.5838458,-1.1989739,0.7363417,2.1080709,-0.49951562,-2.1101208,2.2961304,2.3937833,1.5653763,-2.2655287,-2.1332626,1.6506894,2.0000038,2.081821,-1.444452,1.9473355,-0.8233495,1.9595487,-0.24129416,1.7025406,0.9230134,1.6585939,2.0561855,0.007095842,0.49451813
20201028-img_00000066_0.jpg,-1.1484408,1.7020328,-1.6297065,-1.0354948,1.1010168,-1.1431177,1.8348397,-1.2214949,-1.003836,1.1516424,0.9826811,-1.2087543,1.1833326,-1.1837009,1.1023468,-1.063378,1.3486192,-1.0406466,-1.2961748,0.90032023,1.031329,1.130638,-1.0494957,1.3767842,1.1369728,-1.4915752,-1.546658,1.2968011,1.2696114,-1.7705452,1.0708157,0.5242507
20201030-img_00000047 3_0.jpg,-0.26537162,0.3035905,0.042054925,0.17295593,-0.07722745,0.6063948,0.25865364,-0.18479219,0.6339671,0.15237041,-0.3420373,-0.20871244,-0.11815068,0.03371398,-0.07436656,0.16400003,-0.024893653,0.4418273,-0.2821447,-0.6054031,-0.3669234,-0.02814115,0.026982818,0.15818247,-0.33667457,-0.0688567,-0.33413267,0.13587834,0.12580317,-0.39290056,-0.1437516,-0.1902382
20201103-img_00000044 21_0.jpg,-0.03505596,0.36304316,0.05094268,0.18569738,-0.22997731,0.19095078,0.3501312,-0.0991942,0.4160622,-0.03314465,-0.44596156,0.015464225,-0.047462676,-0.009342804,-0.17837934,0.15987799,-0.0050949706,0.518524,-0.2042742,-0.43710318,-0.3849127,-0.18196712,-0.2393357,0.03246311,-0.18311149,-0.1625805,-0.37629846,0.038560096,0.16671373,-0.42291898,0.03571335,0.054221936
20201019-img_00000010 20_0.jpg,0.24384123,0.0769388,-2.6789658,0.5309592,-0.4916946,-2.7265348,0.59217155,-0.13862842,-1.9951643,-0.044207186,2.8789124,0.1697134,-0.029061882,-0.026999226,2.9093668,0.35935074,0.52179873,-2.8933578,-0.22827375,2.5648336,2.5774877,0.12895545,0.9487803,0.8486141,2.5454915,-3.4675543,-0.0634153,0.556828,2.8335578,-0.38708714,-0.87637174,-1.2716999
20201027-img_00000046 2_0.jpg,1.2723432,1.5960367,-1.0502957,1.2664815,-1.1827674,-0.99622196,1.5839796,1.145472,-0.9850748,-1.1676861,-1.631367,1.2994998,-1.2454664,1.1160233,-1.1614233,1.1319637,-1.2547312,1.687103,1.2494651,0.32106602,1.0264581,-1.2172595,-1.282804,-1.2697816,0.93336254,-1.1204307,-1.572409,-1.2672064,1.0634271,-1.4357939,1.3371719,1.4332085
20201013-KF3001001_0.jpg,-0.063288115,0.17750028,0.1673001,0.14111237,-0.11528405,0.52390337,0.24928907,-0.033844925,0.6071628,0.11262044,-0.5432716,-0.08106721,-0.17980856,0.09643706,-0.24710388,0.12404995,-0.079874784,0.46156818,-0.056658037,-0.5356664,-0.43268195,-0.19509657,-0.038967162,0.047120836,-0.3010829,0.17407352,-0.21474297,0.08779472,-0.0357622,-0.2607798,0.034227837,-0.011353611
20201019-img_00000012 26_0.jpg,-0.18494579,0.21639779,0.044031303,0.07033435,-0.053310692,0.56851983,0.28077963,-0.25700203,0.6053642,0.11288038,-0.3892317,-0.18203242,0.0013558791,0.083769195,-0.19100058,0.020332623,-0.052791227,0.38825536,-0.27230293,-0.6173768,-0.34499797,-0.027394408,-0.034117002,0.17123035,-0.29087088,-0.0006854093,-0.21172068,0.11202035,-0.04333279,-0.24765131,-0.01030768,-0.10954443
20201013-HF30000401_0.jpg,1.197358,1.6508969,-1.0533484,1.2439888,-1.2156967,-1.101946,1.6003939,1.0713387,-1.0972453,-1.1396097,-1.6519405,1.2543964,-1.2166533,1.0686566,-1.1851861,1.1339396,-1.1457152,1.759074,1.1423995,0.34777117,0.9833332,-1.2349473,-1.4166948,-1.0958347,0.9798026,-1.1320708,-1.6272641,-1.2782958,0.9906587,-1.4266131,1.5582709,1.5606898
20201021-img_00000019 17_0.jpg,0.06029694,-0.2996399,-0.3119433,-0.28860852,-0.298522,0.058745388,-0.14911956,-0.08861389,-0.40581354,-0.0812457,-0.49911258,0.062132824,0.19853112,-0.09839206,0.38043705,0.21138208,-0.10497985,0.22168134,-0.27792704,-0.05346395,0.12070446,-0.072866455,0.18081649,0.058322895,-0.21866357,-0.08085074,-0.23801643,-0.13500254,0.20351616,-0.23591816,-0.011688613,0.18657231
20201028-img_00000058 3_0.jpg,-0.21443611,-0.1632084,-0.19791271,-0.14940743,-0.18403265,0.037650738,-0.20648676,-0.1499001,-0.20628192,-0.08048322,-0.4587299,0.049853016,0.094430156,-0.04053277,0.15190929,0.26413885,0.024306305,0.12739295,-0.10937932,0.008391019,0.003122497,-0.0338292,0.3036176,-0.16884053,-0.19033952,0.22137392,0.023388028,0.014386557,0.0071441727,-0.17168592,-0.16060999,0.013941749
20201019-img_00000013 3_0.jpg,-0.01943793,-0.21843207,-0.27073082,-0.10023319,-0.24906929,-0.0070210765,0.045426317,-0.15799335,-0.22831401,-0.16565673,-0.3444745,0.05069172,0.04741331,-0.100318156,0.23879547,0.08431403,-0.11682192,0.15852371,-0.08795403,0.0020325682,0.071202405,-0.014634406,0.085390896,0.050471544,0.025882171,-0.045672078,-0.15374105,-0.06368688,0.10473089,-0.22989202,0.019609457,0.0053468677
20201102-img_00000010 21_0.jpg,0.05867466,-0.28701586,-0.30699232,-0.35314396,-0.2813971,0.09039659,-0.05166405,-0.17893022,-0.46882045,0.018187897,-0.40085182,0.11882624,0.17555666,-0.18770911,0.22384498,0.10835607,-0.1870839,0.08525566,-0.35934865,-0.07656784,0.17388777,-0.049140163,0.022308372,0.08531449,-0.098452374,-0.12631856,-0.2550635,-0.24249752,0.12727754,-0.20587024,0.01114637,0.06921901
20201021-img_00000021 19_0.jpg,-1.4209992,2.25963,2.1779656,2.5248005,2.314405,0.5082704,0.08293266,0.092598446,2.4311357,0.2078546,2.2993424,-0.7718541,-2.6523335,0.7075095,-2.176253,-0.6751901,2.0980077,-0.6998553,2.6020708,0.55797875,-1.1727365,0.74166083,0.6868677,-2.5982778,0.61960423,2.560099,2.4891448,0.9396386,-2.4775233,1.94362,-0.5194307,-0.6619889
20201027-img_00000045 12_0.jpg,-0.03281975,-0.34801364,-0.26465893,-0.18354021,-0.35280606,-0.036176752,-0.15625304,0.023684455,-0.26062164,-0.0538253,-0.46630576,-0.06337927,0.28852,-0.07362767,0.2360214,0.23308024,-0.066686526,0.12112813,-0.21149804,0.077211,-0.024646278,0.024938852,0.13649842,-0.0077633886,0.0052621826,0.04148508,-0.121307105,-0.07324745,0.21545357,-0.30368957,-0.12095498,-0.05520993
20201027-img_00000043 5_0.jpg,-0.14292051,-0.3239491,-0.21518467,-0.19989215,-0.3568478,-0.05553778,-0.22107865,-0.030102476,-0.17941852,-0.09951752,-0.52505267,0.12739229,0.25799298,-0.029697899,0.26505184,0.33559057,-0.10714861,0.25937355,-0.15991233,0.035605993,0.07334979,0.009713949,0.14727162,-0.053056438,-0.2393776,0.10420593,-0.107137494,-0.052221745,0.19202009,-0.25673702,-0.13271195,0.09025961
20201026-img_00000034 11_0.jpg,-1.4091289,0.95151335,1.0373985,-1.314271,1.0305672,-1.5381659,-1.4635403,1.4064256,1.1968821,1.1003242,0.9564346,1.2772939,1.5394075,-1.1929454,-1.0210698,1.5121768,1.2841171,-0.98223615,-1.2983662,-1.2011945,1.3252976,-1.1800468,-1.1976408,1.1643156,-1.4018161,-1.2663003,1.2727492,-1.1216464,1.6176112,0.9746826,-1.0248314,1.3366033
20201013-KF3000803_0.jpg,0.21057703,-0.29732457,-0.36198258,-0.21033299,-0.3590144,0.10830532,0.064155005,-0.15356429,-0.4593551,-0.09899569,-0.4335604,-0.0279873,0.08404438,-0.005113478,0.31427923,-0.001313892,-0.23676747,0.1202388,-0.15781906,0.05111051,0.04326494,0.07210387,0.12488145,0.049539153,-0.00049480674,-0.08029398,-0.3040229,0.009436646,0.11746295,-0.33058617,0.019558394,-0.059628006
20201013-HF30000301_0.jpg,0.08884949,-0.27939788,-0.29106128,0.002932665,-0.30045614,0.10450184,-0.14171478,-0.022981662,-0.25696418,-0.17291124,-0.3243214,0.009423257,0.19161801,0.10448206,0.32389033,0.15088893,-0.048134524,0.2116498,-0.0839576,-0.027978128,0.045902677,0.0006766578,0.21872117,-0.018301353,-0.08587543,0.012020748,-0.10145106,0.07922822,0.07787935,-0.17394422,-0.1514552,-0.024122356
20201013-HF30004001_0.jpg,-1.413274,1.0657294,0.94117445,1.4335862,1.117557,1.4349437,-0.7821735,0.57403797,1.0139351,-1.6538539,1.0272881,1.3540161,-1.3009366,1.4380108,-0.9448848,1.416278,1.1291564,1.5798644,1.3394997,-1.3378584,1.2258242,-1.4395322,1.4169484,-1.1733723,-1.3857101,1.0794284,1.1293153,1.2005793,-1.272126,1.091751,-1.2392211,1.4188813
20201019-img_00000010 28_0.jpg,0.14653653,-0.2709152,-0.1801396,-0.08224034,-0.25616127,0.03671505,-0.12334439,-0.07596922,-0.059187245,-0.040989097,-0.3259374,-0.15026474,0.17150874,-0.041658938,0.26895043,0.07929833,-0.07662222,0.11299805,-0.0736149,0.05645569,-0.1256999,0.09704223,0.18066561,-0.032723438,0.030186664,0.036418688,-0.027334185,-0.03750651,0.092206694,-0.20608956,-0.018036671,-0.10365697
